date,rate,change_pct
2025-09-24,0.18888,0.0
2025-09-25,0.18801,-0.46060991105463245
2025-09-26,0.1866,-0.7499601085048768
2025-09-29,0.18752,0.49303322615219525
2025-09-30,0.18806,0.2879692832764569
